,UIID,label,xmin,xmax,ymin,ymax
2531,56439.json,check_box,5.25,346.0,294.5,322.5
2532,56439.json,icon_button,5.25,33.25,336.5,364.5
2533,56439.json,text_view,42.0,140.25,342.25,358.75
2534,56439.json,check_box,5.25,346.0,364.5,392.5
2535,56439.json,separator_line,0.0,360.0,555.0,556.0
2536,56439.json,text_button,0.0,179.75,556.0,598.0
2537,56439.json,text_button,180.25,360.0,556.0,598.0
2538,56439.json,image_view,10.75,39.75,28.0,56.0
2539,56439.json,text_view,43.25,193.5,31.25,52.5
2540,64548.json,email,17.5,342.5,88.25,125.5
2541,64548.json,password,17.5,342.5,135.0,172.25
2542,64548.json,log_in,17.5,342.5,198.5,242.25
2543,64548.json,tb_forgot_password,126.5,233.25,251.0,269.5
2544,64548.json,separator_line,17.5,160.5,323.25,324.25
2545,64548.json,text_view,169.25,190.75,313.25,334.5
2546,64548.json,separator_line,199.5,342.5,323.25,324.25
2547,64548.json,fb_button,17.5,342.5,352.0,397.25
2548,64548.json,icon_button,0.0,49.0,21.0,70.0
2549,64548.json,text_view,49.0,102.75,33.0,57.75
2550,Soliha_screen_0093.json,image,84.0,455.0,336.0,868.0
2551,Soliha_screen_0093.json,label,546.0,1216.0,356.0,418.0
2552,Soliha_screen_0093.json,label,540.0,1242.0,462.0,509.0
2553,Soliha_screen_0093.json,label,542.0,982.0,535.0,582.0
2554,Soliha_screen_0093.json,label,171.0,233.0,984.0,1019.0
2555,Soliha_screen_0093.json,label,130.0,325.0,1058.0,1088.0
2556,Soliha_screen_0093.json,label,531.0,646.0,1056.0,1088.0
2557,Soliha_screen_0093.json,label,866.0,946.0,984.0,1019.0
2558,Soliha_screen_0093.json,label,851.0,964.0,1058.0,1097.0
2559,Soliha_screen_0093.json,label,1171.0,1348.0,1056.0,1097.0
2560,Soliha_screen_0093.json,button,84.0,699.0,1225.0,1351.0
2561,Soliha_screen_0093.json,button,741.0,1356.0,1225.0,1351.0
2562,Soliha_screen_0093.json,button,0.0,1440.0,1428.0,1554.0
2563,Soliha_screen_0093.json,label,86.0,398.0,1667.0,1704.0
2564,Soliha_screen_0093.json,label,87.0,587.0,1745.0,1786.0
2565,Soliha_screen_0093.json,button,866.0,1356.0,1652.0,1778.0
2566,Soliha_screen_0093.json,label,86.0,188.0,2396.0,2426.0
2567,Soliha_screen_0093.json,label,598.0,700.0,2396.0,2426.0
2568,Soliha_screen_0093.json,label,1004.0,1130.0,2396.0,2426.0
2569,Soliha_screen_0093.json,image,1272.0,1356.0,2547.0,2631.0
2570,Soliha_screen_0093.json,label,70.33333333333326,616.0,2569.8333333333335,2620.3333333333335
2571,Soliha_screen_0093.json,icon_button,0.0,196.0,84.0,277.0
2572,Soliha_screen_0093.json,button,964.0,1132.0,98.0,266.0
2573,Soliha_screen_0093.json,button,1132.0,1300.0,98.0,266.0
2574,Soliha_screen_0093.json,button,1300.0,1440.0,98.0,266.0
2575,Soliha_screen_0093.json,image,99.33333333333348,411.8333333333335,1845.3333333333335,2345.3333333333335
2576,Soliha_screen_0093.json,image,614.0,926.5,1847.5000000000005,2347.5000000000005
2577,Soliha_screen_0093.json,image,1020.3333333333335,1332.8333333333335,1845.5000000000005,2345.5000000000005
2578,Soliha_screen_0569.json,icon_button,0.0,196.0,84.0,280.0
2579,Soliha_screen_0569.json,label,266.0,873.0,158.0,224.0
2580,Soliha_screen_0569.json,label,57.0,1345.0,363.0,529.0
2581,Soliha_screen_0569.json,label,61.0,806.0,672.0,729.0
2582,Soliha_screen_0569.json,icon_button,1286.0,1370.0,656.0,740.0
2583,Soliha_screen_0569.json,label,67.0,385.0,891.0,944.0
2584,Soliha_screen_0569.json,switch_unchecked,1252.0,1378.0,876.0,942.0
2585,Soliha_screen_0569.json,label,64.0,1272.0,1005.0,1106.0
2586,45262.json,image_view,144.0,215.75,21.0,63.5
2587,45262.json,text_view,28.0,210.25,89.0,104.0
2588,45262.json,navigation_dots,248.0,331.3333333333333,89.0,105.66666666666667
2589,45262.json,text_view,28.0,332.0,140.0,154.25
2590,45262.json,email,28.0,332.0,158.75,185.75
2591,45262.json,text_view,28.0,262.0,199.0,213.25
2592,45262.json,zip_code,28.0,235.75,217.75,244.75
2593,45262.json,text_view,262.0,332.0,199.0,213.25
2594,45262.json,country,262.0,332.0,217.75,245.66666666666666
2595,45262.json,button,28.0,91.5,267.0,292.5
2596,45262.json,continue,104.75,201.5,267.0,292.5
2597,45262.json,box_outline,7.333333333333332,350.6666666666667,67.0,575.0
2598,Soliha_screen_0139.json,icon_button,0.0,196.0,84.0,280.0
2599,Soliha_screen_0139.json,button,1090.0,1258.0,98.0,266.0
2600,Soliha_screen_0139.json,button,1258.0,1440.0,98.0,266.0
2601,Soliha_screen_0139.json,label,599.3333333333335,841.0,145.33333333333334,224.5
2602,Soliha_screen_0139.json,label,49.333333333333485,1249.3333333333335,395.33333333333337,591.1666666666667
2603,Soliha_screen_0139.json,label,45.16666666666697,1353.5000000000005,649.5,1107.8333333333333
2604,Soliha_screen_0139.json,label,47.333333333333485,1355.666666666667,1505.8333333333335,1964.1666666666667
2605,Soliha_screen_0139.json,label,49.500000000000455,1353.5,2270.5,2599.5
2606,Soliha_screen_0139.json,label,59.833333333333485,1341.0,1272.5000000000002,1470.3333333333335
2607,Soliha_screen_0139.json,label,49.333333333333485,1274.3333333333335,2141.166666666667,2232.8333333333335
2608,34771.json,image_view,14.0,346.0,84.0,202.25
2609,34771.json,edit_text,14.0,346.0,202.25,230.5
2610,34771.json,email,14.0,346.0,239.25,273.75
2611,34771.json,password,14.0,346.0,282.5,317.0
2612,34771.json,password,14.0,346.0,325.75,360.25
2613,34771.json,text_view,14.0,346.0,369.0,399.75
2614,34771.json,tb_privacy_terms,14.0,346.0,408.5,425.0
2615,34771.json,tb_privacy_terms,14.0,346.0,433.75,450.25
2616,34771.json,sign_up,116.5,243.25,459.0,501.0
2617,34771.json,text_view,52.5,112.75,33.75,57.0
2618,34771.json,icon_button,0.0,49.0,21.0,70.0
2619,20677.json,image_view,47.25,312.75,167.0,239.25
2620,20677.json,text_view,118.75,241.25,281.25,320.75
2621,20677.json,text_view,111.5,248.25,445.75,467.0
2622,20677.json,sign_up,17.5,342.5,507.25,555.0
2623,20677.json,tb_log_in,163.5,196.5,568.25,584.75
2624,20677.json,navigator_dots,141.5,218.5,482.75,491.5
2625,48846.json,image_view,0.0,359.0,74.25,373.0
2626,48846.json,text_view,0.0,359.0,425.0,477.0
2627,48846.json,navigation_dots,146.75,214.0,582.75,589.0
2628,10691.json,image_view,-0.3333333333333428,359.0,19.666666666666686,244.0
2629,10691.json,text_view,256.5,339.0,204.5,231.0
2630,10691.json,image_view,21.0,64.25,266.0,284.0
2631,10691.json,price,21.0,178.0,287.5,322.75
2632,10691.json,text_view,21.0,166.5,326.25,341.0
2633,10691.json,text_view,21.0,219.75,344.5,359.25
2634,10691.json,text_view,21.0,137.25,362.75,377.5
2635,10691.json,text_button,144.25,236.75,362.75,377.5
2636,10691.json,text_button,21.0,100.25,391.5,433.5
2637,10691.json,text_button,123.0,213.0,391.5,433.5
2638,10691.json,text_button,235.75,276.0,391.5,433.5
2639,10691.json,text_view,21.0,179.0,468.5,487.75
2640,10691.json,text_view,21.0,215.75,505.25,520.0
2641,10691.json,text_button,21.0,136.5,527.0,569.0
2642,10691.json,button,0.0,360.0,556.0,598.0
2643,10691.json,icon_button,0.0,49.0,21.0,70.0
2644,10691.json,heart_icon_button,276.0,318.0,24.5,66.5
2645,10691.json,share_button,318.0,360.0,24.5,66.5
2646,10691.json,text_view,52.5,167.0,28.75,49.5
2647,10691.json,text_view,52.5,168.5,49.5,62.0
2648,10691.json,separator_line,2.333333333333334,358.0,447.0,450.0
2649,31965.json,image_view,92.0,268.0,173.5,235.5
2650,31965.json,text_view,14.0,346.0,445.0,486.0
2651,31965.json,navigation_dots,151.5,208.5,486.0,528.0
2652,31965.json,log_in,14.0,346.0,542.0,584.0
2653,45777.json,fb_button,10.5,349.5,84.0,131.25
2654,45777.json,separator_line,14.0,171.75,148.25,149.25
2655,45777.json,text_view,175.25,184.75,141.75,156.0
2656,45777.json,separator_line,188.25,346.0,148.25,149.25
2657,45777.json,email,10.5,349.5,166.5,203.75
2658,45777.json,password,10.5,349.5,210.75,248.0
2659,45777.json,log_in,10.5,349.5,258.5,305.75
2660,45777.json,tb_forgot_password,14.0,346.0,316.25,335.25
2661,45777.json,icon_button,0.0,49.0,21.0,70.0
2662,45777.json,text_view,63.0,111.5,33.75,57.0
2663,14778.json,image_view,8.75,131.25,91.5,185.75
2664,14778.json,image_view,8.75,131.25,91.5,185.75
2665,14778.json,image_view,141.25,193.25,91.5,105.25
2666,14778.json,text_view,139.5,346.75,105.25,118.25
2667,14778.json,separator_line,139.5,346.75,139.75,140.75
2668,14778.json,text_view,140.5,163.25,145.5,158.0
2669,14778.json,price,140.0,205.5,159.0,178.75
2670,14778.json,image_view,297.0,327.5,155.75,182.75
2671,14778.json,image_view,8.75,131.25,196.25,318.75
2672,14778.json,image_view,8.75,131.25,196.25,318.75
2673,14778.json,text_view,140.0,346.75,203.75,221.0
2674,14778.json,image_view,141.25,193.25,221.0,238.25
2675,14778.json,text_view,139.5,346.75,238.25,251.25
2676,14778.json,separator_line,139.5,346.75,272.75,273.75
2677,14778.json,text_view,140.5,163.25,278.5,291.0
2678,14778.json,price,139.33333333333331,204.83333333333331,292.0,311.75
2679,14778.json,image_view,297.0,327.5,288.75,315.75
2680,14778.json,image_view,8.75,131.25,329.25,451.75
2681,14778.json,image_view,8.75,131.25,329.25,451.75
2682,14778.json,text_view,140.0,346.75,336.75,354.0
2683,14778.json,image_view,141.25,193.25,354.0,371.25
2684,14778.json,text_view,139.5,346.75,371.25,384.25
2685,14778.json,separator_line,139.5,346.75,405.75,406.75
2686,14778.json,text_view,140.5,163.25,411.5,424.0
2687,14778.json,price,140.0,205.5,425.0,444.75
2688,14778.json,image_view,297.0,327.5,421.75,448.75
2689,14778.json,image_view,8.75,131.25,462.25,584.75
2690,14778.json,image_view,8.75,131.25,462.25,584.75
2691,14778.json,text_view,140.0,346.75,469.75,487.0
2692,14778.json,rating_bar,141.25,193.25,487.0,504.25
2693,14778.json,text_view,139.5,346.75,504.25,517.25
2694,14778.json,separator_line,139.5,346.75,538.75,539.75
2695,14778.json,separator_line,0.0,360.0,552.0,553.75
2696,14778.json,image_view,15.25,36.25,565.25,586.25
2697,14778.json,filter_button,4.666666666666668,110.0,559.6666666666666,593.6666666666666
2698,14778.json,separator_line_v,117.5,119.25,561.75,592.25
2699,14778.json,image_view,145.75,166.75,565.25,586.25
2700,14778.json,sort_button,128.0,230.66666666666666,560.3333333333334,592.3333333333334
2701,14778.json,text_view,172.0,199.25,578.0,588.0
2702,14778.json,separator_line_v,240.5,242.25,561.75,592.25
2703,14778.json,image_view,261.0,282.0,565.25,586.25
2704,14778.json,map,250.66666666666669,351.3333333333333,562.3333333333334,591.6666666666666
2705,14778.json,text_view,8.75,193.0,70.0,90.25
2706,14778.json,text_view,296.5,351.25,70.0,90.25
2707,14778.json,separator_line,0.0,360.0,92.0,93.0
2708,14778.json,separator_line,0.0,360.0,70.0,71.0
2709,14778.json,menu_dashs,0.0,49.0,21.0,70.0
2710,14778.json,image_view,62.5,80.0,36.75,54.25
2711,14778.json,search_bar,54.0,266.75,28.333333333333332,63.0
2712,14778.json,text_view,287.75,308.75,43.5,55.25
2713,14778.json,text_view,323.25,335.5,45.75,57.0
2714,14778.json,box_outline,0.0,359.0,555.0,597.0
2715,14778.json,card_partial,7.333333333333332,352.0,92.33333333333333,185.66666666666666
2716,14778.json,card,8.0,352.0,195.66666666666666,319.6666666666667
2717,14778.json,card,8.0,351.3333333333333,329.0,453.0
2718,14778.json,card_partial,8.666666666666668,352.0,462.3333333333333,551.6666666666666
2719,64180.json,text_view,63.0,106.25,34.5,56.25
2720,64180.json,icon_button,0.0,49.0,21.0,70.0
2721,64180.json,search_button,274.25,316.25,24.5,66.5
2722,64180.json,cart_icon_button,323.25,344.25,35.0,56.0
2723,64180.json,image_view,6.666666666666668,176.5,113.66666666666667,223.0
2724,64180.json,text_view,14.0,169.5,230.0,262.5
2725,64180.json,price,14.0,57.25,262.5,277.75
2726,64180.json,text_view,49.0,125.75,284.75,300.5
2727,64180.json,image_view,186.0,353.0,113.0,240.0
2728,64180.json,text_view,190.5,346.0,247.0,279.5
2729,64180.json,price,190.5,233.75,279.5,295.5
2730,64180.json,image_view,7.0,176.5,314.5,474.5
2731,64180.json,text_view,14.0,169.5,481.5,514.0
2732,64180.json,price,14.0,57.25,514.0,530.0
2733,64180.json,image_view,183.5,353.0,314.5,474.5
2734,64180.json,text_view,190.5,346.0,481.5,514.0
2735,64180.json,price,190.5,233.75,514.0,530.0
2736,64180.json,text_view,0.0,78.75,70.0,112.0
2737,64180.json,text_view,78.75,99.0,70.0,112.0
2738,64180.json,text_view,99.0,195.25,70.0,112.0
2739,64180.json,filter_button,279.5,356.5,73.5,108.5
2740,64180.json,image_view,14.0,42.0,284.75,298.75
2741,64180.json,card_partial,6.666666666666668,177.33333333333334,112.33333333333333,307.6666666666667
2742,64180.json,card_partial,184.66666666666666,355.33333333333337,112.33333333333333,307.6666666666667
2743,64180.json,card,6.0,177.33333333333334,314.3333333333333,544.3333333333334
2744,64180.json,card,182.66666666666666,354.00000000000006,313.6666666666667,543.6666666666667
2745,15610.json,image_view,40.0,320.0,35.0,113.75
2746,15610.json,phone_button,14.0,346.0,149.25,185.75
2747,15610.json,text_view,17.5,183.5,185.75,200.0
2748,15610.json,password,14.0,346.0,227.5,264.0
2749,15610.json,text_view,14.0,346.0,281.5,299.75
2750,15610.json,log_in,127.5,232.5,317.25,343.75
2751,15610.json,tb_forgot_password,109.0,250.75,352.5,394.5
2752,Soliha_screen_0355.json,label,270.0,463.0,219.0,266.0
2753,Soliha_screen_0355.json,icon_button,1286.0,1370.0,203.0,287.0
2754,Soliha_screen_0355.json,ActionBar$Tab,0.0,480.0,378.0,546.0
2755,Soliha_screen_0355.json,label,128.0,355.0,444.0,479.0
2756,Soliha_screen_0355.json,ActionBar$Tab,480.0,960.0,378.0,546.0
2757,Soliha_screen_0355.json,label,623.0,816.0,444.0,479.0
2758,Soliha_screen_0355.json,ActionBar$Tab,960.0,1440.0,378.0,546.0
2759,Soliha_screen_0355.json,label,1144.0,1257.0,443.0,479.0
2760,Soliha_screen_0355.json,label,303.0,1134.0,1462.0,1519.0
2761,Soliha_screen_0355.json,label,222.0,1219.0,1592.0,1692.0
2762,Soliha_screen_0355.json,label,190.0,290.0,2729.0,2758.0
2763,Soliha_screen_0355.json,label,656.0,781.0,2728.0,2758.0
2764,Soliha_screen_0355.json,label,1085.0,1316.0,2728.0,2757.0
2765,70340.json,image_view,85.5,274.25,246.25,461.0
2766,70340.json,log_in,0.0,360.0,539.75,581.75
2767,70340.json,image_view,96.75,124.75,486.25,514.25
2768,70340.json,sign_up,17.666666666666664,342.3333333333333,469.6666666666667,531.0
2769,70340.json,text_view,166.0,193.75,586.25,598.0
2770,26520.json,image_view,0.0,359.66666666666663,21.0,333.66666666666663
2771,26520.json,icon_button,0.0,49.0,21.0,70.0
2772,26520.json,menu_dots,325.0,360.0,24.5,66.5
2773,26520.json,buy,0.0,360.0,556.0,598.0
2774,26520.json,text_view,13.333333333333332,120.0,350.3333333333333,371.6666666666667
2775,26520.json,text_view,13.333333333333332,39.333333333333336,376.3333333333333,391.66666666666663
2776,26520.json,rating_bar,48.00000000000001,177.33333333333334,376.3333333333333,392.3333333333333
2777,26520.json,map,0.6666666666666661,359.0,405.6666666666667,555.0
2778,43973.json,image_view,145.0,215.0,87.5,157.5
2779,43973.json,text_view,80.25,279.75,148.75,271.25
2780,43973.json,text_view,0.0,360.0,236.25,358.75
2781,43973.json,text_view,71.5,231.75,565.5,584.5
2782,43973.json,tb_log_in,236.25,288.5,565.5,584.75
2783,43973.json,sign_up,10.333333333333336,349.6666666666667,492.3333333333333,548.3333333333334
2784,43973.json,navigation_dots,156.75,203.25,462.75,485.75
2785,43973.json,separator_line,0.0,360.0,454.75,456.5
2786,Soliha_screen_0210.json,label,61.0,570.0,131.0,194.0
2787,Soliha_screen_0210.json,label,60.0,306.0,910.0,953.0
2788,Soliha_screen_0210.json,label,57.0,567.0,967.0,1066.0
2789,Soliha_screen_0210.json,label,692.0,1029.0,910.0,944.0
2790,Soliha_screen_0210.json,label,689.0,1257.0,967.0,1068.0
2791,Soliha_screen_0210.json,label,61.0,1026.0,1205.0,1284.0
2792,Soliha_screen_0210.json,label,60.0,297.0,1984.0,2027.0
2793,Soliha_screen_0210.json,label,59.0,565.0,2041.0,2142.0
2794,Soliha_screen_0210.json,label,690.0,992.0,1983.0,2027.0
2795,Soliha_screen_0210.json,label,692.0,1260.0,2041.0,2142.0
2796,Soliha_screen_0210.json,label,61.0,952.0,2279.0,2342.0
2797,Soliha_screen_0210.json,image,0.0,168.0,2421.0,2589.0
2798,Soliha_screen_0210.json,label,519.0,922.0,2488.0,2531.0
2799,Soliha_screen_0210.json,icon_button,1272.0,1440.0,2421.0,2589.0
2800,Soliha_screen_0210.json,image,127.0,233.0,2621.0,2729.0
2801,Soliha_screen_0210.json,label,135.0,226.0,2739.0,2765.0
2802,Soliha_screen_0210.json,image,487.0,593.0,2621.0,2729.0
2803,Soliha_screen_0210.json,label,486.0,591.0,2739.0,2765.0
2804,Soliha_screen_0210.json,image,847.0,953.0,2621.0,2729.0
2805,Soliha_screen_0210.json,label,805.0,995.0,2738.0,2771.0
2806,Soliha_screen_0210.json,image,1207.0,1313.0,2621.0,2729.0
2807,Soliha_screen_0210.json,label,1192.0,1327.0,2738.0,2765.0
2808,Soliha_screen_0210.json,image,61.833333333333485,636.8333333333335,278.6666666666667,853.6666666666667
2809,Soliha_screen_0210.json,image,693.1666666666665,1268.1666666666665,280.8333333333333,855.8333333333334
2810,Soliha_screen_0210.json,image,691.1666666666665,1266.1666666666665,1345.5000000000002,1920.4999999999998
2811,Soliha_screen_0210.json,image,60.0,635.0,1360.166666666667,1935.1666666666665
2812,18864.json,image_view,14.0,109.5,32.5,58.25
2813,18864.json,menu_dots,325.0,360.0,24.5,66.5
2814,18864.json,text_view,28.0,332.0,98.0,171.5
2815,18864.json,email,28.0,332.0,178.5,215.25
2816,18864.json,password,28.0,332.0,225.75,262.5
2817,18864.json,text_view,298.25,328.5,225.75,262.5
2818,18864.json,log_in,28.0,332.0,273.0,313.25
2819,18864.json,tb_forgot_password,109.0,250.75,327.25,346.25
2820,18864.json,tb_sign_up,105.5,254.5,360.25,379.25
2821,10557.json,tab_bar,0.0,359.0,21.0,64.0
2822,10557.json,text_view,0.0,360.0,71.75,95.25
2823,10557.json,separator_line,0.0,360.0,104.0,105.0
2824,10557.json,text_view,44.5,109.0,117.5,136.25
2825,10557.json,image_view,122.0,135.0,123.25,130.25
2826,10557.json,separator_line_v,179.5,180.5,105.0,148.75
2827,10557.json,text_view,212.0,302.25,117.5,136.25
2828,10557.json,image_view,315.25,328.25,123.25,130.25
2829,10557.json,separator_line,0.0,360.0,148.75,149.75
2830,10557.json,text_view,8.75,149.75,158.5,179.75
2831,10557.json,text_view,8.75,203.5,184.25,200.75
2832,10557.json,price,8.75,64.75,209.5,230.75
2833,10557.json,text_view,64.75,172.0,212.5,229.0
2834,10557.json,text_button,8.75,184.0,239.5,256.0
2835,10557.json,separator_line_v,184.0,185.25,239.5,256.0
2836,10557.json,text_button,185.25,351.25,239.5,256.0
2837,10557.json,check_box,325.0,360.0,156.75,184.75
2838,10557.json,text_view,8.75,46.5,274.5,295.75
2839,10557.json,text_view,8.75,203.5,300.25,316.75
2840,10557.json,price,8.75,64.75,325.5,346.75
2841,10557.json,text_view,64.75,172.0,328.5,345.0
2842,10557.json,text_button,8.75,184.0,355.5,372.0
2843,10557.json,separator_line_v,184.0,185.25,355.5,372.0
2844,10557.json,text_button,185.25,351.25,355.5,372.0
2845,10557.json,check_box,325.0,360.0,272.75,300.75
2846,10557.json,text_view,8.75,58.0,390.5,411.75
2847,10557.json,text_view,8.75,203.75,416.25,432.75
2848,10557.json,price,8.75,64.75,441.5,462.75
2849,10557.json,text_view,64.75,172.0,444.5,461.0
2850,10557.json,text_button,8.75,184.0,471.5,488.0
2851,10557.json,separator_line_v,184.0,185.25,471.5,488.0
2852,10557.json,text_button,185.25,351.25,471.5,488.0
2853,10557.json,check_box,325.0,360.0,388.75,416.75
